0,1,0
0.01,1,-0.01005
0.02,1,-0.020201
0.03,1,-0.030455
0.04,1,-0.040811
0.05,1,-0.051271
0.06,1,-0.061837
0.07,1,-0.072508
0.08,1,-0.083287
0.09,1,-0.094174
0.1,1,-0.10517
0.11,1,-0.11628
0.12,1,-0.1275
0.13,1,-0.13883
0.14,1,-0.15027
0.15,1,-0.16183
0.16,1,-0.17351
0.17,1,-0.1853
0.18,1,-0.19722
0.19,1,-0.20925
0.2,1,-0.2214
0.21,1,-0.23368
0.22,1,-0.24608
0.23,1,-0.2586
0.24,1,-0.27125
0.25,1,-0.28403
0.26,1,-0.29693
0.27,1,-0.30996
0.28,1,-0.32313
0.29,1,-0.33643
0.3,1,-0.34986
0.31,1,-0.36343
0.32,1,-0.37713
0.33,1,-0.39097
0.34,1,-0.40495
0.35,1,-0.41907
0.36,1,-0.43333
0.37,1,-0.44773
0.38,1,-0.46228
0.39,1,-0.47698
0.4,1,-0.49182
0.41,1,-0.50682
0.42,1,-0.52196
0.43,1,-0.53726
0.44,1,-0.55271
0.45,1,-0.56831
0.46,1,-0.58407
0.47,1,-0.59999
0.48,1,-0.61607
0.49,1,-0.63232
0.5,1,-0.64872
0.51,1,-0.66529
0.52,1,-0.68203
0.53,1,-0.69893
0.54,1,-0.71601
0.55,1,-0.73325
0.56,1,-0.75067
0.57,1,-0.76827
0.58,1,-0.78604
0.59,1,-0.80399
0.6,1,-0.82212
0.61,1,-0.84043
0.62,1,-0.85893
0.63,1,-0.87761
0.64,1,-0.89648
0.65,1,-0.91554
0.66,1,-0.93479
0.67,1,-0.95424
0.68,1,-0.97388
0.69,1,-0.99372
0.7,1,-1.0138
0.71,1,-1.034
0.72,1,-1.0544
0.73,1,-1.0751
0.74,1,-1.0959
0.75,1,-1.117
0.76,1,-1.1383
0.77,1,-1.1598
0.78,1,-1.1815
0.79,1,-1.2034
0.8,1,-1.2255
0.81,1,-1.2479
0.82,1,-1.2705
0.83,1,-1.2933
0.84,1,-1.3164
0.85,1,-1.3396
0.86,1,-1.3632
0.87,1,-1.3869
0.88,1,-1.4109
0.89,1,-1.4351
0.9,1,-1.4596
0.91,1,-1.4843
0.92,1,-1.5093
0.93,1,-1.5345
0.94,1,-1.56
0.95,1,-1.5857
0.96,1,-1.6117
0.97,1,-1.6379
0.98,1,-1.6645
0.99,1,-1.6912
1,1,-1.7183
1.01,1,-1.7456
1.02,1,-1.7732
1.03,1,-1.8011
1.04,1,-1.8292
1.05,1,-1.8577
1.06,1,-1.8864
1.07,1,-1.9154
1.08,1,-1.9447
1.09,1,-1.9743
1.1,1,-2.0042
1.11,1,-2.0344
1.12,1,-2.0649
1.13,1,-2.0957
1.14,1,-2.1268
1.15,1,-2.1582
1.16,1,-2.1899
1.17,1,-2.222
1.18,1,-2.2544
1.19,1,-2.2871
1.2,1,-2.3201
1.21,1,-2.3535
1.22,1,-2.3872
1.23,1,-2.4212
1.24,1,-2.4556
1.25,1,-2.4903
1.26,1,-2.5254
1.27,1,-2.5609
1.28,1,-2.5966
1.29,1,-2.6328
1.3,1,-2.6693
1.31,1,-2.7062
1.32,1,-2.7434
1.33,1,-2.781
1.34,1,-2.819
1.35,1,-2.8574
1.36,1,-2.8962
1.37,1,-2.9354
1.38,1,-2.9749
1.39,1,-3.0149
1.4,1,-3.0552
1.41,1,-3.096
1.42,1,-3.1371
1.43,1,-3.1787
1.44,1,-3.2207
1.45,1,-3.2631
1.46,1,-3.306
1.47,1,-3.3492
1.48,1,-3.3929
1.49,1,-3.4371
1.5,1,-3.4817
1.51,1,-3.5267
1.52,1,-3.5722
1.53,1,-3.6182
1.54,1,-3.6646
1.55,1,-3.7115
1.56,1,-3.7588
1.57,1,-3.8066
1.58,1,-3.855
1.59,1,-3.9037
1.6,1,-3.953
1.61,1,-4.0028
1.62,1,-4.0531
1.63,1,-4.1039
1.64,1,-4.1552
1.65,1,-4.207
1.66,1,-4.2593
1.67,1,-4.3122
1.68,1,-4.3656
1.69,1,-4.4195
1.7,1,-4.4739
1.71,1,-4.529
1.72,1,-4.5845
1.73,1,-4.6407
1.74,1,-4.6973
1.75,1,-4.7546
1.76,1,-4.8124
1.77,1,-4.8709
1.78,1,-4.9299
1.79,1,-4.9895
1.8,1,-5.0496
1.81,1,-5.1104
1.82,1,-5.1719
1.83,1,-5.2339
1.84,1,-5.2965
1.85,1,-5.3598
1.86,1,-5.4237
1.87,1,-5.4883
1.88,1,-5.5535
1.89,1,-5.6194
1.9,1,-5.6859
1.91,1,-5.7531
1.92,1,-5.821
1.93,1,-5.8895
1.94,1,-5.9588
1.95,1,-6.0287
1.96,1,-6.0993
1.97,1,-6.1707
1.98,1,-6.2427
1.99,1,-6.3155
2,1,-6.3891
2.01,1,-6.4633
2.02,1,-6.5383
2.03,1,-6.6141
2.04,1,-6.6906
2.05,1,-6.7679
2.06,1,-6.846
2.07,1,-6.9248
2.08,1,-7.0045
2.09,1,-7.0849
2.1,1,-7.1662
2.11,1,-7.2482
2.12,1,-7.3311
2.13,1,-7.4149
2.14,1,-7.4994
2.15,1,-7.5849
2.16,1,-7.6711
2.17,1,-7.7583
2.18,1,-7.8463
2.19,1,-7.9352
2.2,1,-8.025
2.21,1,-8.1157
2.22,1,-8.2073
2.23,1,-8.2999
2.24,1,-8.3933
2.25,1,-8.4877
2.26,1,-8.5831
2.27,1,-8.6794
2.28,1,-8.7767
2.29,1,-8.8749
2.3,1,-8.9742
2.31,1,-9.0744
2.32,1,-9.1757
2.33,1,-9.2779
2.34,1,-9.3812
2.35,1,-9.4856
2.36,1,-9.591
2.37,1,-9.6974
2.38,1,-9.8049
2.39,1,-9.9135
2.4,1,-10.023
2.41,1,-10.134
2.42,1,-10.246
2.43,1,-10.359
2.44,1,-10.473
2.45,1,-10.588
2.46,1,-10.705
2.47,1,-10.822
2.48,1,-10.941
2.49,1,-11.061
2.5,0,-11.182
2.51,0,-11.305
2.52,0,-11.429
2.53,0,-11.554
2.54,0,-11.68
2.55,0,-11.807
2.56,0,-11.936
2.57,0,-12.066
2.58,0,-12.197
2.59,0,-12.33
2.6,0,-12.464
2.61,0,-12.599
2.62,0,-12.736
2.63,0,-12.874
2.64,0,-13.013
2.65,0,-13.154
2.66,0,-13.296
2.67,0,-13.44
2.68,0,-13.585
2.69,0,-13.732
2.7,0,-13.88
2.71,0,-14.029
2.72,0,-14.18
2.73,0,-14.333
2.74,0,-14.487
2.75,0,-14.643
2.76,0,-14.8
2.77,0,-14.959
2.78,0,-15.119
2.79,0,-15.281
2.8,0,-15.445
2.81,0,-15.61
2.82,0,-15.777
2.83,0,-15.945
2.84,0,-16.116
2.85,0,-16.288
2.86,0,-16.462
2.87,0,-16.637
2.88,0,-16.814
2.89,0,-16.993
2.9,0,-17.174
2.91,0,-17.357
2.92,0,-17.541
2.93,0,-17.728
2.94,0,-17.916
2.95,0,-18.106
2.96,0,-18.298
2.97,0,-18.492
2.98,0,-18.688
2.99,0,-18.886
3,0,-19.086
3.01,0,-19.287
3.02,0,-19.491
3.03,0,-19.697
3.04,0,-19.905
3.05,0,-20.115
3.06,0,-20.328
3.07,0,-20.542
3.08,0,-20.758
3.09,0,-20.977
3.1,0,-21.198
3.11,0,-21.421
3.12,0,-21.646
3.13,0,-21.874
3.14,0,-22.104
3.15,0,-22.336
3.16,0,-22.571
3.17,0,-22.807
3.18,0,-23.047
3.19,0,-23.288
3.2,0,-23.533
3.21,0,-23.779
3.22,0,-24.028
3.23,0,-24.28
3.24,0,-24.534
3.25,0,-24.79
3.26,0,-25.05
3.27,0,-25.311
3.28,0,-25.576
3.29,0,-25.843
3.3,0,-26.113
3.31,0,-26.385
3.32,0,-26.66
3.33,0,-26.938
3.34,0,-27.219
3.35,0,-27.503
3.36,0,-27.789
3.37,0,-28.079
3.38,0,-28.371
3.39,0,-28.666
3.4,0,-28.964
3.41,0,-29.265
3.42,0,-29.569
3.43,0,-29.877
3.44,0,-30.187
3.45,0,-30.5
3.46,0,-30.817
3.47,0,-31.137
3.48,0,-31.46
3.49,0,-31.786
3.5,0,-32.115
3.51,0,-32.448
3.52,0,-32.784
3.53,0,-33.124
3.54,0,-33.467
3.55,0,-33.813
3.56,0,-34.163
3.57,0,-34.517
3.58,0,-34.874
3.59,0,-35.234
3.6,0,-35.598
3.61,0,-35.966
3.62,0,-36.338
3.63,0,-36.713
3.64,0,-37.092
3.65,0,-37.475
3.66,0,-37.861
3.67,0,-38.252
3.68,0,-38.646
3.69,0,-39.045
3.7,0,-39.447
3.71,0,-39.854
3.72,0,-40.264
3.73,0,-40.679
3.74,0,-41.098
3.75,0,-41.521
3.76,0,-41.948
3.77,0,-42.38
3.78,0,-42.816
3.79,0,-43.256
3.8,0,-43.701
3.81,0,-44.15
3.82,0,-44.604
3.83,0,-45.063
3.84,0,-45.525
3.85,0,-45.993
3.86,0,-46.465
3.87,0,-46.942
3.88,0,-47.424
3.89,0,-47.911
3.9,0,-48.402
3.91,0,-48.899
3.92,0,-49.4
3.93,0,-49.907
3.94,0,-50.419
3.95,0,-50.935
3.96,0,-51.457
3.97,0,-51.985
3.98,0,-52.517
3.99,0,-53.055
4,0,-53.598
4.01,0,-54.147
4.02,0,-54.701
4.03,0,-55.261
4.04,0,-55.826
4.05,0,-56.397
4.06,0,-56.974
4.07,0,-57.557
4.08,0,-58.145
4.09,0,-58.74
4.1,0,-59.34
4.11,0,-59.947
4.12,0,-60.559
4.13,0,-61.178
4.14,0,-61.803
4.15,0,-62.434
4.16,0,-63.072
4.17,0,-63.715
4.18,0,-64.366
4.19,0,-65.023
4.2,0,-65.686
4.21,0,-66.357
4.22,0,-67.033
4.23,0,-67.717
4.24,0,-68.408
4.25,0,-69.105
4.26,0,-69.81
4.27,0,-70.522
4.28,0,-71.24
4.29,0,-71.966
4.3,0,-72.7
4.31,0,-73.44
4.32,0,-74.189
4.33,0,-74.944
4.34,0,-75.708
4.35,0,-76.478
4.36,0,-77.257
4.37,0,-78.044
4.38,0,-78.838
4.39,0,-79.64
4.4,0,-80.451
4.41,0,-81.269
4.42,0,-82.096
4.43,0,-82.931
4.44,0,-83.775
4.45,0,-84.627
4.46,0,-85.488
4.47,0,-86.357
4.48,0,-87.235
4.49,0,-88.121
4.5,0,-89.017
4.51,0,-89.922
4.52,0,-90.836
4.53,0,-91.759
4.54,0,-92.691
4.55,0,-93.632
4.56,0,-94.583
4.57,0,-95.544
4.58,0,-96.514
4.59,0,-97.494
4.6,0,-98.484
4.61,0,-99.484
4.62,0,-100.49
4.63,0,-101.51
4.64,0,-102.54
4.65,0,-103.58
4.66,0,-104.64
4.67,0,-105.7
4.68,0,-106.77
4.69,0,-107.85
4.7,0,-108.95
4.71,0,-110.05
4.72,0,-111.17
4.73,0,-112.3
4.74,0,-113.43
4.75,0,-114.58
4.76,0,-115.75
4.77,0,-116.92
4.78,0,-118.1
4.79,0,-119.3
4.8,0,-120.51
4.81,0,-121.73
4.82,0,-122.97
4.83,0,-124.21
4.84,0,-125.47
4.85,0,-126.74
4.86,0,-128.02
4.87,0,-129.32
4.88,0,-130.63
4.89,0,-131.95
4.9,0,-133.29
4.91,0,-134.64
4.92,0,-136
4.93,0,-137.38
4.94,0,-138.77
4.95,0,-140.17
4.96,0,-141.59
4.97,0,-143.03
4.98,0,-144.47
4.99,0,-145.94
5,0,-147.41
